abase	v.降低自己，贬抑，使卑下
odoriferous	adj.有气味的
olfactoryadj.嗅觉的	
oligarch	n.寡头政治执政者
omnivorous	adj.杂食的；兴趣杂的
onslaught	n.猛攻，猛袭
onus	n.义务，负担
ooze	v.慢慢地流，渗出；(勇气)逐渐消失
opiate	n.安眠药，鸦片制剂
optimization	n.最优化
opus	n.巨著；(尤指)音乐作品
oracular	adj.神谕的；意义模糊的
orchid	n.兰花；称赞
orifice	n.小开口，小孔
orotund	adj.(声音)宏亮的；夸张的
otiose	adj.不必要的，多余的
outfox	v.以机智胜过
oversight	n.疏忽，失察，勘漏
overweening	adj.自负的，过于自信的
palaver	v./n.空谈；奉承
palings	n.篱笆，木栅栏
pamper	v.纵容，过分关怀
pane	n.窗格玻璃
panoramic	adj.全景的，全貌的，概论的
pantechnicon	n.家具仓库，家具搬运车
pantheon	n.万神殿
paralyze	v.使瘫痪；使无效
parley	n.和谈；会谈；v.和谈，会谈
parlous	adj.靠不住的，危险的
parochial	adj.教区的；地方性的，狭小的
parturition	n.生产，分娩
pastor	n.牧师
pathetic	adj.引起怜悯的；令人难过的
pathos	n.感伤，哀婉，悲怆
pawn	n./v.典当，抵押；n.被利用的小人物
peaky	adj.消瘦的；虚弱的
peculate	v.挪用(公款)
pecuniary	adj.金钱的
peddle	v.兜售
peek	v.偷看
peep	n./v.瞥见，偷看；初现
peery	adj.窥视的；好奇的；怀疑的
pelt	v.扔；n.毛皮
pendent	adj.吊着的，悬挂的
penetration	n.穿透；洞察力
pension	n.养老金，退休金
pensive	adj.沉思的；愁眉苦脸的
penumbra	n.半明半暗之处；边缘部分
peptic	adj.产生胃酶的，助消化的
percolate	v.过滤出；渗透
percussion	n.敲击乐器
perigee	n.近地点
periphrastic	adj.迂回的，冗赘的
perishable	adj.易腐败的；n.易腐败的东西
persnickety	adj.势利的；挑剔的
personage	n.名人；(戏剧)角色
perverse	adj.不合适的，刚愎自用的，故意作对的
pervert	v.使堕落；误用；歪曲
pesky	adj.讨厌的，烦人的
pettish	adj.易怒的，使性子的
pharisaic	adj.伪善的，伪装虔诚的
phial	n.小瓶(药水瓶)
philology	n.语文学，文学语言学
phobia	n.恐惧症
phony	adj.假的，伪造的
piazza	n.阳台；广场
piebald	adj.花斑的，斑驳的
piecemeal	adj.一件一件的，零碎的
pier	n.桥墩；码头
pilfer	v.偷窃
pillage	v./n.抢劫，掠夺
pincers	n.钳子，镊子
piscatorial	adj.捕鱼的，渔民的
pitiless	adj.无情的，冷酷的，无怜悯心的
pivot	n.枢轴，中心；v.旋转
plank	n.厚木板；要点
plaza	n.广场；集市
plebeian	n.平民；adj.平民的
plenary	adj.全权的；全体出席的
plentitude	n.充分
pleonastic	adj.罗嗦的
pliers	n.钳子(asmallpincers)
plump	adj.颇胖的，丰满的
poach	v.偷猎，窃取
poltroon	n.懦夫
polyandry	n.一妻多夫制
polyglot	adj./n.通晓多种语言的(人)
polymath	n.知识广博者
pony	n.小型马
porcine	adj.猪的，似猪的
porridge	n.麦片粥
portable	adj.轻便的，手提式的
portend	v.预兆，预示
positiveness	n.肯定，确信
posterior	adj.(在时间次序上)较后的
postscript	n.附言，后记
potboiler	n.粗制滥造的文艺作品
prance	v.昂首阔步
prefigure	v.预示；预想
prehensile	adj.能抓物的，能缠绕东西的
preponderant	adj.以重胜的，优势的，压倒性的
prepossessing	adj.(个性等)给人好感的
presentiment	n.预感，预觉
presumable	adj.可能的，可假定的
pretence	n.虚伪；借口
prevision	n.先见，预感
prick	n.小刺；刺痛；v.刺伤；戳穿
prickle	n.(动物或者植物上的)刺，棘；v.刺痛
prig	n.自命不凡者，道学先生
prissy	adj.谨小慎微的，神经质的，为小事挂虑的
procreate	v.生育
procrustean	adj.强求一致的
progenitor	n.祖先，始祖
prognosticate	v.预测，预示
proofread	v.校对
prorogue	v.休会；延期
protrude	v.突出，伸出
proverbially	adv.无人不知地
psalm	n.赞美诗，圣诗
puberty	n.青春期，春情发动期
puffery	n.极力称赞，夸大的广告，吹捧
pullulate	v.繁殖；剧增
pulpit	n.讲坛
pulsate	v.有规律的振动
pulsation	n.脉动，跳动，有节奏的鼓动
pummel	v.(用拳)接连地打，打击
purblind	adj.愚钝的；视力不佳的
purport	n.意义，涵义
purse	v.缩拢或撅起；n.钱包
putative	adj.公认的，普遍认为的
putrefy	v.使腐烂
putrid	adj.腐臭的
pygmy	n.矮人，侏儒
pyromania	n.纵火狂
quadrangle	n.四边形
quadruped	n.四足兽
quagmire	n.沼泽地；困境
qualm	n.疑惧；紧张不安
queasy	adj.令人恶心的；充满疑虑的
queer	adj.奇怪的，疯狂的
query	n./v.质问，疑问，询问
quintessence	n.完美的榜样；精华
quip	adj.俏皮话，妙语
racketeer	n.敲诈者，获取不正当钱财的人
raillery	n.善意的嘲弄
rapscallion	n.流氓，恶棍
rasp	v.发出刺耳的声音
ratify	v.批准(协定等)
ravish	v.迷住；强夺
rebarbative	adj.令人讨厌的，冒犯人的
reckon	v.推断，估计；猜想，设想
recline	v.斜倚，躺卧(toliedown)
reconnoiter	v.侦察，勘察
reedy	adj.长满芦苇的；(声音)高而尖的
regal	adj.帝王的；华丽的
regent	n.摄政者(代国王统治者)
regiment	n.(军队)团；v.严格控制
reincarnate	v.使化身，转生
rejoin	v.回答，答辩
rejoinder	n.回答
remission	n.宽恕，赦免
remit	v.免除；宽恕；汇款
remittance	n.汇款
remittent	adj.(病)间歇性的，忽好忽坏的
remonstrance	n.抗议，抱怨
remonstrate	v.抗议；规劝
remunerate	v.报酬，补偿
renascent	adj.再生的，复活的
rendition	n.表演，扮演，演奏，演唱
renunciate	v.放弃
repent	v.懊悔，后悔
replica	n.复制品
reportage	n.报道，报道的消息，报告文学
repository	n.贮藏室，仓库
rescript	n.公告，法令；重抄
reshuffle	v.再洗牌；改组
restorative	adj.恢复健康的
resurge	v.复活
retention	n.保留，保持
retentive	adj.有记忆力的
reticulation	n.网目，网状
retrenchment	n.节省，削减
retroactive	adj.溯及既往的，有追溯效力的
reversion	n.返回(原状，旧习惯)；逆转
revulsion	n.厌恶，憎恶；剧烈反应
rhapsody	n.赞美之词(extravagantpraise)；狂想曲
riffle	n.涟漪
riffraff	n.（贬）乌合之众，群氓
rigmarole	n.冗长的废话
rinse	v.以清水冲洗，漂洗
rip	v.撕裂，撕破
roister	v.喝酒喧哗
rollicking	adj.欢闹的
rosy	adj.玫瑰色的；美好的；乐观的；健康的
rote	n.死记硬背
rotund	adj.(人)圆胖的；(声音)洪亮的
roundabout	adj.绕远道的，转弯抹角的
rout	n.大败，溃败
rove	v.流浪，漂泊
rowdy	adj.吵闹的，粗暴的
rubble	n.(一堆)碎石，瓦砾
ruck	n.皱褶；普通群众
rucksack	n.(旅行等的)背包
ruddy	adj.(脸色)红润的，红色的
rumble	v.发出低沉的隆隆声音
ruminate	v.反刍；深思
rustle	v.(使某物)发出轻而爽的声音
rustler	n.偷牛(马)贼
saccharine	adj.(态度)娇媚的；(说话声)娇滴滴的
sack	n.粗布袋；v.掠夺
sacrament	n.圣礼，圣事
sadistic	adj.施虐狂的，性施虐狂的
safe	n.保险柜；冷藏室，饭橱
saga	n.英雄故事，长篇小说
saliferous	adj.含盐的，产盐的
sanatorium	n.疗养院，休养所
sangfroid	n.沉着，临危不惧
sanitary	adj.卫生的，清洁的
sapling	n.树苗；年轻人
sardonic	adj.嘲笑的
satanic	adj.穷凶恶极的
sated	adj.厌腻
satiny	adj.光滑的，柔细的
scab	n.创口上所结的疤、痂
scabrous	adj.粗糙的
scads	n.大量，巨额
scald	v.烫，用沸水消毒；n.烫伤
scamper	v.奔跑，快跑
scan	v.细查，细看；浏览，扫描；分析韵律
scar	n.伤痕，伤疤
scare	n./v.惊吓，受惊，威吓
scarp	n.悬崖，陡坡
scathe	n./v.烧伤，烧焦；严厉批评
scintillate	v.闪烁；(谈吐)流露机智
scission	n.切断，分离，分裂
scooter	n.滑行车，踏板车
scorching	adj.酷热的
scour	v.擦洗，擦亮；四处搜索
scramble	v.攀登；争夺
scrape	v.刮擦，擦掉
screed	n.冗长的演说，长篇大论的文章
scrumptious	adj.(食物)很可口的
scud	v.疾行，疾驶
scutter	v.疾走
scuttle	n.舷窗，舱口盖
seafaring	adj.航海的，跟航海有关的
seclude	v.和别人隔离
sect	n.(宗教等)派系
sedition	n.煽动叛乱
seditious	adj.煽动性的
self-abasement	n.自卑，自谦
self-absorbed	adj.自恋的
self-assertion	n.坚持己见，自信
senile	adj.年老的
sensitize	v.使某人或某事物敏感
sensual	adj.肉欲的，淫荡的
sententious	adj.好说教的；简要的
sentry	n.哨兵，步哨
sequacious	adj.盲从的
sequel	n.后继者；后遗症
sequestrate	v.扣押，没收
serenade	n.夜曲
serendipity	n.善于发掘新奇事物的天赋
serfdom	n.农奴身份，农奴境遇
sermonize	v.说教，讲道
serpentine	adj.似蛇般绕曲的，蜿蜒的
shabby	adj.破烂的；卑鄙的
shack	n.简陋的小屋，棚屋
shanty	n.简陋的小木屋
shawl	n.(妇女用)披肩
sheaf	n.一捆，一束
sheen	n.光辉，光泽
shibboleth	n.陈旧语句
shimmer	v.闪烁，微微发亮
shipwright	n.造船者
showy	adj.鲜艳的；炫耀的
shred	n.碎片，破布；些许
shrivel	v.(使)枯萎
shuffle	v.拖步走；支吾；洗牌
shuttle	v.(使)穿梭移动，往返运送
sidesplitting	adj.令人捧腹大笑的
sidle	v.(偷偷地)侧身而行
signatory	n.签署者，签署国
signature	n.签名，签字
simian	adj.猿的，猴的；n.猴，类人猿
simile	n.明喻
sinister	adj.不吉祥的；险恶的
sizzler	n.炎热天气，大热天
skein	n.一束(线或纱)
skeptical	adj.怀疑的，不相信的
skittish	adj.轻浮的，轻佻的
skullduggery	n.舞弊
skunk	n.臭鼬，黄鼠狼；v.欺骗
skyrocket	v.陡升，猛涨
slapdash	adv./adj.马虎地(的)
slaver	v.流口水；奉承；n.口水
slay	v.杀，残杀
sleazy	adj.邋遢的；格调低下的
sledge	n.雪橇
sledgehammer	n.长柄大锤
sleight	n.巧妙手法，巧计；灵巧
sling	v.投掷，扔；n.吊腕带，吊索
slit	v.撕裂；n.裂缝
slobber	n.口水；v.流口水；粗俗地表示
sloven	n.不修边幅的人
slue	v.(使)旋转
slump	v.猛然落下；暴跌
smirch	v.玷污；n.污点
snappish	adj.脾气暴躁的
snappy	adj.精力充沛的；潇洒的
snicker	v./n.窃笑，暗笑
snob	n.势利小人
snuggle	v.挨近，依偎
sociable	adj.好交际的，友好的，合群的
sojourn	v./n.逗留，寄居
somnolent	adj.思睡的；催眠的
sonorous	adj.(声音)洪亮的
souse	v.浸在水中，使湿透
spacious	adj.广阔的，宽敞的
spangle	n.(缝在衣服上的)金属片；v.闪光
spasmodic	adj.痉挛的；间歇性的
speleology	n.洞窟学
splashy	adj.溅水的；炫耀显眼的
spool	n.(缠录音带等的)卷盘(轴)
spoor	n.(野兽的)足迹<e(野兽的)足迹>(atrail,ascent,ordroppingsofawildanimal)
spout	v.喷出；滔滔不绝地讲
sprawl	v.伸展手脚而卧
sprint	v.短距离全速奔跑
spunk	n.勇气，胆量
spurn	n.拒绝，摈弃
squeamish	adj.易受惊的；易恶心的
stab	v.刺伤，戳
stagger	v.蹒跚，摇晃
stagy	adj.不自然的，演戏一般的
standstill	n.处于停顿状态，中止
star-crossed	adj.时运不济的
stash	v.藏匿，隐藏
steeple	n.尖塔，尖阁
stoop	v.俯身；降低身份
stouthearted	adj.刚毅的，大胆的
straggle	v.迷路；落伍；蔓延
strangulation	n.扼杀，勒死
studio	n.工作室，画室，演播室
stun	v.使晕倒，使惊吓，打晕
stupefy	v.(使)茫然，吓呆
stupendous	adj.巨大的，大得惊人的
sublimate	v.(使)升华，净化
subscribe	v.捐助；订购
subsist	v.生存下去(toexist)；继续存在，维持生活
substratum	n.基础；地基
subvention	n.补助金，津贴
sully	v.玷污，污染
sundry	adj.各式各样，各种的
superannuated	adj.老迈的
superlative	adj.最佳的
superstition	n.迷信，盲目恐惧
surveillance	n.监视，盯梢
swank	v.夸耀，炫耀
swarm	n.(蜜蜂)一群；一群(人)
swarthy	adj.(皮肤等)黝黑的
swear	v.诅咒
swipe	n./v.猛击
symposium	n.专题讨论会
tack	n.大头钉，图钉
tarry	v.徘徊，耽搁
tattered	adj.衣衫褴褛的；破旧的
tautological	adj.用语重复的
teem	v.充满；到处都是；v.下倾盆大雨
teetotal	adj.滴酒不沾的
tendinous	adj.腱的
tensile	adj.张力的，可伸展的
thespian	adj.戏剧的，演戏的
thorny	adj.多刺的；痛苦的，困难的
thrall	n.奴隶，农奴
thrash	v.鞭打
thresh	v.打谷，脱粒
thrifty	adj.节省的
throes	n.剧痛
throttle	v.掐脖子；扼杀；n.节流阀
timeworn	adj.陈旧的，老朽的
tinge	v.染色；使带气息
tipple	v.酗酒；n.烈酒
topsy-turvy	adj.颠倒的，相反的；乱七八糟的，混乱的
torpedo	n.鱼雷
torrid	adj.酷热的
torso	n.(人体的)躯干
torture	n.酷刑，折磨；v.对…施以苦刑
touching	adj.引起同情的
touchstone	n.试金石；检验标准
tousle	v.弄乱(头发)
traduce	v.中伤，诽谤
trammel	v./n.束缚，妨碍；n.鱼网
tramp	v.重步走；长途跋涉
transfuse	v.输血；充满
trawl	n.拖网；v.用拖网捕鱼；搜罗
treachery	n.阴险；背叛
tread	v.踩踏；n.步履；车轮胎面
treasurer	n.司库，财务员，出纳员
trek	v.艰苦跋涉
tremulous	adj.颤动的，不安的
trench	n.沟，壕沟
tresses	n.(复数)女人的长发
tribulation	n.苦难，灾难
tributary	n./adj.支流(的)；进贡(的)
trickery	n.欺骗，诡计
trident	n.三叉戟；三叉鱼叉
trivia	n.琐事，无价值之物
truant	adj.逃避责任的；n.逃学者，逃避者
truism	n.自明之理，真理
trumpery	adj.中看不中用的
tumid	adj.肿起的，肿胀的
tundra	n.冻原，苔原
tutelage	n.监护，指导
twaddle	n.胡说八道，瞎扯
tycoon	n.有钱有势的企业家，大亨
typhoon	n.台风
ulcerate	v.溃烂，生恶疮
ulterior	adj.较晚的，较远的；不可告人的
ultramundane	adj.超俗的，世界之外的
unbidden	adj.未经邀请的
unbridled	adj.放纵的
uncooperative	adj.不愿合作的
undisputable	adj.无可争辩的，毫无疑问的
undulate	v.波动，起伏
unexceptional	adj.非例外的，普通的，平凡的
unguarded	adj.不留神的
unilateral	adj.单方面的
unison	n.齐奏，齐唱；一致的或协调的行动
upfront	adj.坦率的
upstart	n.突然升官的人，暴发户
upsurge	n.(情绪)高涨
uptight	adj.焦虑不安的
urchin	n.顽童；[动物]海胆
ursine	adj.熊的，像熊的
utensil	n.工具，(厨房)用具
uxorious	adj.宠爱妻子的
vagabond	n.浪荡子，流浪者(tramp)；adj.流浪的
valetudinarian	n.体弱的人，过分担心生病的人
valor	n.勇武，英勇
vampire	n.吸血鬼
vanguard	n.前卫
vegetate	v.像植物般生活；无所事事
ventral	adj.腹部的
verbatim	adj.逐字的，照字面的
verge	n.边缘
vermin	n.害虫，寄生虫
vernal	adj.春季的，春季似的
versemonger	n.拙劣诗人，打油诗人
vesture	n.衣服；覆盖物
viands	n.(复数)食品，食物
vicissitude	n.变化，变迁，荣枯，盛衰
villainous	adj.邪恶的，恶毒的
vim	n.精力，活力
vindication	n.洗冤；证实
vinegared	adj.酸的，尖刻的
virago	n.泼妇，好骂人或好支配人的女人
virile	adj.有男子气的，雄健的
virility	n.雄劲，大丈夫气
visage	n.脸，面貌
visceral	adj.内心深处的；内脏的
vitreous	adj.玻璃的，玻璃状的
vomit	n.呕吐；呕吐物；催吐剂
vulpine	adj.狐狸般的，狡猾的
wade	v.涉水；跋涉
wail	v.哀号，痛哭
waive	v.放弃；推迟考虑
wallop	n./v.重击，猛打
wallow	n./v.(猪等)在泥水中打滚；沉溺于
wangle	v.用巧计或花言巧语获得某事物
wanton	adj.无节制的，放纵的；顽皮的
warble	v.(尤指鸟)叫出柔和的颤音
warden	n.看守人，管理员
waspish	adj.易怒的；尖刻的
waylay	v.埋伏，伏击
weird	adj.古怪的，荒唐的
welsh	v.赖债不还；失信
whelm	v.用…覆盖，淹没
whelp	n.犬科的幼兽
whit	n.一点儿，少量
wig	n.假发
wiggle	v.扭动，蠕动
wile	n.诡计，花言巧语
windfall	n.风吹落的果实；意外的好运
winkle	v.缓慢而费力地把某人弄出
wiretap	n.窃听器；窃听
witch	n.巫婆，女巫
wizardry	n.魔术；熟练
wizen	adj.凋谢的，枯萎的
wont	n.习惯，习俗
woodcut	n.木刻，木版画
wraith	n.幽灵；骨瘦如柴的人
wrangle	v.争吵，吵架
wrath	n.愤怒，大怒
wreak	v.发泄怒火，报仇
wreathe	v.盘绕；把…做成花环
wreckage	n.残骸
xenophobia	n.仇外，排外
yaw	v.(船、飞机等)偏航
yeoman	n.自耕农；乡下人
zesty	adj.热望的
